restaurante,690207198660665344,-46.32482322,-23.52422937
restaurante,690205018197266432,-46.63660245,-23.5469937
restaurante,690203296288628737,-46.60487655,-23.51758529
restaurante,690201547758772224,-46.68337309,-23.5835426
restaurante,690199269723279362,-46.62180864,-23.49932425
restaurante,690195327975038976,-46.674047,-23.582674
restaurante,690195015541350400,-46.65078317,-23.5977762
restaurante,690192945954308096,-46.64399628,-23.54893261
restaurante,690192639661072384,-46.66295081,-23.59852768
restaurante,690191896988229632,-46.65183842,-23.53211553
restaurante,690191803107123201,-46.67552543,-23.5560849
restaurante,690191678892802049,-46.69223785,-23.60733406
restaurante,690191211198595073,-46.3431399,-23.52192009
restaurante,690190664403918848,-46.63696057,-23.59614084
restaurante,690190333116813312,-46.64989705,-23.5682792
restaurante,690189344989147136,-46.63918003,-23.51670046
restaurante,690188883892510720,-46.85173305,-23.49633275
restaurante,690185374354784257,-46.65445979,-23.55677116
restaurante,690184646815043585,-46.68412814,-23.58012444
restaurante,690184187807207424,-46.64189913,-23.54219722
restaurante,690182150734372864,-46.6922989,-23.6073399
restaurante,690181338641666048,-46.69223785,-23.60733406
restaurante,690180807030411264,-46.71071276,-23.63191338
restaurante,690178773040418816,-46.69113708,-23.6010834
restaurante,690177740310495232,-46.76904163,-23.66287531
restaurante,690175319727292419,-46.68416757,-23.58535165
restaurante,690172335400296448,-46.70989752,-23.63217453
restaurante,690171947322327041,-46.65452578,-23.53435669
restaurante,690171093135577088,-46.64886955,-23.53219618
restaurante,690153968991870977,-46.6368192,-23.59679953
restaurante,690109155361816576,-46.638269,-23.5459643
restaurante,690093854876418048,-46.72150612,-23.56005339
restaurante,690020178743132160,-46.6333237,-23.55986504
restaurante,689984676530888707,-46.6972351,-23.5600052
restaurante,689983113599021056,-46.6972351,-23.5600052
restaurante,689982667002122242,-46.6972351,-23.5600052
restaurante,689979703701172224,-46.68585,-23.56616
restaurante,689965258241347586,-46.66650934,-23.58184496
restaurante,689964915801604096,-46.60553435,-23.58488631
restaurante,689963432343396352,-46.63790771,-23.54046819
restaurante,689957923502559232,-46.6845085,-23.5638026
restaurante,689956074384969729,-46.6333,-23.55
restaurante,689945792065466368,-46.64099432,-23.57660397
restaurante,689945680970915840,-46.64099432,-23.57660397
restaurante,689941808198086657,-46.56247032,-23.68817374
restaurante,689937377138216962,-46.65957922,-23.5698759
restaurante,689937346494644225,-46.65957922,-23.5698759
restaurante,689936636600303616,-46.63395432,-23.55876239
restaurante,689922642267226112,-46.63532674,-23.54764167
restaurante,689919314338693120,-46.68567181,-23.56638665
restaurante,689917027079868416,-46.62733932,-23.5321875
restaurante,689909236759973889,-46.72258269,-23.64622754
restaurante,689899166353461248,-46.88028666,-23.59979647
restaurante,689889751621570561,-46.638269,-23.5459643
restaurante,689880997450649605,-46.6642609,-23.5654697
restaurante,689859521062240257,-46.62925211,-23.54156277
restaurante,689848151860219908,-46.68567181,-23.56638665
restaurante,689845775984115717,-46.62438547,-23.56448185
restaurante,689845639719559173,-46.6957019,-23.5179557
restaurante,689842173773225988,-46.65819796,-23.57468064
restaurante,689839210266763264,-46.65909837,-23.57729987
restaurante,689837047411019776,-46.5269784,-23.64505146
restaurante,689834890682990592,-46.63660245,-23.5469937
restaurante,689834343125094402,-46.54669666,-23.79520102
restaurante,689833621541167104,-46.59267676,-23.58199052
restaurante,689831080812150784,-46.70572965,-23.52006914
restaurante,689830661931323392,-46.69051121,-23.59113529
restaurante,689829646037217280,-46.633813,-23.546411
restaurante,689829553888358400,-46.69319384,-23.60760524
restaurante,689828757776027648,-46.57170727,-23.62202272
restaurante,689828449951817729,-46.3431399,-23.52192009
restaurante,689827024572129281,-46.6419957,-23.5650701
restaurante,689826893533548545,-46.56970257,-23.7074723
restaurante,689826171299729410,-46.6431808,-23.5929241
restaurante,689826129507684352,-46.71112061,-23.63445977
restaurante,689820420166565888,-46.53396096,-23.65019326
restaurante,689819241223196672,-46.85173305,-23.49633275
restaurante,689818946870980608,-46.65538841,-23.5565493
restaurante,689817480722669568,-46.584913,-23.63972
restaurante,689817191735238656,-46.68168068,-23.58271012
restaurante,689815171011768322,-46.68023229,-23.5616859
restaurante,689814466754514944,-46.69318912,-23.61159081
restaurante,689812295736696834,-46.70946222,-23.63411849
restaurante,689806124548157441,-46.62174904,-23.50000356
restaurante,689803166905425920,-46.63276307,-23.54419859
restaurante,689774757869318144,-46.6333,-23.55
restaurante,689640585855037440,-46.52909366,-23.65528572
restaurante,689629503379800068,-46.6550903,-23.5705395
restaurante,689626158569160704,-46.65806171,-23.55640051
restaurante,689621409027461120,-46.55319937,-23.53624354
restaurante,689615475928469504,-46.18821944,-23.52051949
restaurante,689610501081341952,-46.6689796,-23.5596809
restaurante,689603757156347904,-46.65362074,-23.55409872
restaurante,689603697177800705,-46.6516418,-23.5673294
restaurante,689599604094926848,-46.6673584,-23.5632095
restaurante,689599218017800194,-46.6192557,-23.4884997
comida,690195008012554240,-46.8931797,-23.5416617
comida,690193524843757568,-46.70647992,-23.63057582
comida,689973948755374080,-46.32113919,-23.39570343
comida,689971857425108992,-46.7348883,-23.6587366
comida,689958918555078657,-46.7927787,-23.4960881
comida,689952540079824897,-46.67872629,-23.53639772
comida,689949269474803714,-46.65035918,-23.56303567
